,label,message
4097,ham,hey is rite u put evey mnth is that all
4098,ham,i am going to bed now prin
4099,ham,i think just yourself thanks and see you tomo
4100,ham,if u dun drive then how i go sch
4101,ham,i not at home now lei
4102,spam,gsoh good with spam the ladies u could b a male gigolo join the uk s fastest growing mens club reply oncall mjzgroup reply stop msg
4103,ham,ok then i will come to ur home after half an hour
4104,spam,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on
4105,ham,do u hav any frnd by name ashwini in ur college
4106,ham,jus finish my lunch on my way home lor i tot u dun wan stay in sch today
4107,ham,k then are you coming to class
4108,spam,hot live fantasies call now just per min ntt ltd po box croydon is a national rate call
4109,ham,pls send me your address sir
4110,ham,i want to lick your pussy now
4111,ham,yo you gonna still be in stock tomorrow today i m trying to get a dubsack
4112,spam,urgent your mobile number has been awarded a ukp prize guaranteed call from landline claim valid only
4113,ham,i ll see but prolly yeah
4114,ham,thought we could go out for dinner i ll treat you seem ok
4115,ham,where are you what do you do how can you stand to be away from me doesn t your heart ache without me don t you wonder of me don t you crave me
4116,ham,sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look
4117,ham,what you doing how are you
4118,ham,sure thing big man i have hockey elections at shouldn t go on longer than an hour though
4119,ham,watch lor i saw a few swatch one i thk quite ok ard but i need opinion leh
4120,ham,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena
4121,ham,babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well
4122,ham,yunny i m goin to be late
4123,ham,doc prescribed me morphine cause the other pain meds aren t enough waiting for my mom to bring it that med should kick in fast so i m gonna try to be on later
4124,ham,cool want me to go to kappa or should i meet you outside mu
4125,ham,hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe
4126,ham,may b approve panalam but it should have more posts
4127,spam,spjanuary male sale hot gay chat now cheaper call national rate from min cheap to min peak to stop texts call min
4128,ham,sorry i ll call later
4129,ham,i dont thnk its a wrong calling between us
4130,ham,me i m not workin once i get job
4131,ham,and by when you re done i mean now
4132,ham,its ur luck to love someone its ur fortune to love the one who loves u but its a miracle to love a person who can t love anyone except u gud nyt
4133,ham,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx
4134,spam,freemsg today s the day if you are ready i m horny live in your town i love sex fun games netcollex ltd per msg reply stop to end
4135,ham,is it your yahoo boys that bring in the perf or legal
4136,ham,no need to say anything to me i know i am an outsider
4137,ham,have you ever had one foot before
4138,ham,just got to lt gt
4139,ham,good no don t need any receipts well done yes please tell what s her number i could ring her
4140,ham,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt
4141,ham,leave it wif me lar wan to carry meh so heavy is da num familiar to
4142,ham,beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud
4143,ham,infact happy new year how are you where are you when are we seeing
4144,spam,in the simpsons movie released in july name the band that died at the start of the film a green day b blue day c red day send a b or c
4145,ham,that s a shame maybe cld meet for few hrs tomo
4146,ham,lol i would but despite these cramps i like being a girl
4147,ham,i can t wait for cornwall hope tonight isn t too bad as well but it s rock night shite anyway i m going for a kip now have a good night speak to you soon
4148,ham,pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks
4149,spam,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel subject to t s and c s
4150,ham,haven t found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you
4151,ham,i only work from mon to thurs but sat i cant leh booked liao which other day u free
4152,ham,comin to fetch us oredi
4153,ham,what s nannys address
4154,spam,urgent your costa del sol holiday or await collection call now toclaim sae tc s stockport cost pm
4155,ham,haf u eaten wat time u wan me come
4156,spam,want a new video phone anytime any network mins half price line rental free text for months reply or call for free delivery
4157,ham,yo call me when you get the chance a friend of mine wanted me to ask you about a big order
4158,ham,this single single answers are we fighting plus i said am broke and you didnt reply
4159,ham,it certainly puts things into perspective when something like this happens
4160,ham,now got tv watch meh u no work today
4161,ham,i felt so not any conveying reason ese he what about me
4162,spam,had your mobile months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on
4163,ham,how s it going got any exciting karaoke type activities planned i m debating whether to play football this eve feeling lazy though
4164,ham,i told that am coming on wednesday
4165,ham,its ok called mom instead have fun
4166,spam,dear voucher holder to claim this weeks offer at your pc please go to http www wtlp co uk text ts cs apply
4167,ham,well if i m that desperate i ll just call armand again
4168,ham,are you at work right now
4169,spam,congrats nokia video camera phone is your call calls cost ave call vary from mobiles close post ldn
4170,ham,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic
4171,ham,mmmmmm i love you so much ahmad i can t wait for this year to begin as every second takes me closer to being at your side happy new year my love
4172,ham,pls what s the full name of joke s school cos fees in university of florida seem to actually be lt gt k pls holla back
4173,ham,sorry i ll call later
4174,ham,ok but they said i ve got wisdom teeth hidden inside n mayb need remove
4175,ham,and pls pls drink plenty plenty water
4176,ham,how are you doing how s the queen are you going for the royal wedding
4177,ham,he s in lag that s just the sad part but we keep in touch thanks to skype
4178,ham,ok lor then we go tog lor
4179,ham,two teams waiting for some players
4180,ham,can send me a copy of da report
4181,ham,swhrt how u dey hope ur ok tot about u love n miss take care
4182,ham,ok da i already planned i wil pick you
4183,spam,urgent please call your abta complimentary spanish holiday or cash await collection sae t cs box
4184,ham,sorry i ll call later in meeting
4185,ham,i just really need shit before tomorrow and i know you won t be awake before like
4186,ham,i m good have you registered to vote
4187,ham,hmm ok i ll stay for like an hour cos my eye is really sore
4188,ham,dear got bus directly to calicut
4189,ham,mm umma ask vava also to come tell him can play later together
4190,ham,well the general price is lt gt oz let me know if when how much you want
4191,ham,sorry i ll call later
4192,ham,each moment in a day has its own value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning
4193,ham,lt gt w jetton ave if you forgot
4194,ham,ok i m coming home now
4195,ham,can not use foreign stamps in this country
4196,spam,double mins and txts free bluetooth on orange available on sony nokia motorola phones call on or
4197,ham,sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy
4198,spam,free for week nokia tone ur mob every week just txt nokia to get txting and tell ur mates www getzed co uk pobox tone
4199,spam,want to funk up ur fone with a weekly new tone reply this text www ringtones co uk the original n best tones network operator rates apply
4200,spam,cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost cancel send stop
4201,ham,i will come tomorrow di
4202,ham,wylie update my weed dealer carlos went to freedom and had a class with lunsford
4203,ham,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss
4204,ham,c movie is juz last minute decision mah juz watch lar but i tot not interested
4205,ham,how are you enjoying this semester take care brother
4206,spam,important information orange user today is ur lucky day find out why log onto http www urawinner com there s a fantastic prizeawaiting you
4207,ham,get the door i m here
4208,ham,lets use it next week princess
4209,ham,or i go home first lar wait me lor i put down my stuff first
4210,ham,i want kfc its tuesday only buy meals only no gravy only mark
4211,ham,no da he is stupid da always sending like this don believe any of those message pandy is a mental
4212,ham,oi when you gonna ring
4213,spam,missed call alert these numbers called but left no message
4214,ham,i attended but nothing is there
4215,ham,ard like dat lor we juz meet in mrt station then dun haf to come out
4216,ham,no dear i was sleeping p
4217,ham,er mw im filled tuth is aight
4218,ham,will be office around pm now i am going hospital
4219,ham,actually i m waiting for weeks when they start putting ad
4220,ham,anything lor if they all go then i go lor
4221,ham,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy
4222,ham,plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
4223,ham,yo you around a friend of mine s lookin to pick up later tonight
4224,ham,stupid auto correct on my phone
4225,ham,double eviction this week spiral and michael and good riddance to them
4226,ham,the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night
4227,ham,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday
4228,ham,buy one egg for me da please
4229,ham,have you started in skye
4230,ham,have you bookedthe hut and also your time off how are you by the way
4231,ham,and several to you sir
4232,ham,u really pig leh sleep so much my dad wake me up at smth eat lunch today
4233,ham,i m at home please call
4234,ham,my love i hope your not doing anything drastic don t you dare sell your pc or your phone
4235,ham,now only i reached home i am very tired now i will come tomorro
4236,spam,freemsg our records indicate you may be entitled to pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
4237,spam,u can win of music gift vouchers every week starting now txt the word draw to tscs www idew com skillgame
4238,ham,life style garments account no please
4239,ham,lol wtf random btw is that your lunch break
4240,ham,sez hows u de arab boy hope u r all good give my love love ya eshxxxxxxxxxxx
4241,ham,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugo s numbers ill appreciate safe
4242,ham,detroit the home of snow enjoy it
4243,spam,show ur colours euro offer get an england flag tone on ur phone click on the following service message for info
4244,ham,okie
4245,ham,aight i m chillin in a friend s room so text me when you re on the way
4246,ham,is toshiba portege gd
4247,ham,well welp is sort of a semiobscure internet thing
4248,spam,text pass to to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones
4249,spam,accordingly i repeat just text the word ok on your mobile phone and send
4250,ham,loosu go to hospital de dont let it careless
4251,ham,how much for an eighth
4252,ham,omg joanna is freaking me out she s looked thru all my friends to find photos of me and then she s asking about stuff on my myspace which i haven t even logged on in like a year
4253,ham,send ur birthdate with month and year i will tel u ur life partner s name and the method of calculation reply must
4254,ham,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso
4255,ham,how about clothes jewelry and trips
4256,spam,block breaker now comes in deluxe format with new features and great graphics from t mobile buy for just by replying get bbdeluxe and take the challenge
4257,ham,aah a cuddle would be lush i d need lots of tea and soup before any kind of fumbling
4258,spam,important information orange user today is your lucky day out why log onto http www urawinner com there s a fantastic surprise awaiting you
4259,ham,i am late i will be there at
4260,ham,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish
4261,ham,are you plans with your family set in stone
4262,ham,pls dont forget to study
4263,ham,you ll never believe this but i have actually got off at taunton wow
4264,ham,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat
4265,ham,she just broke down a list of reasons why nobody s in town and i can t tell if she s being sarcastic or just faggy
4266,ham,lt decimal gt m but its not a common car here so its better to buy from china or asia or if i find it less expensive i ll holla
4267,ham,the greatest test of courage on earth is to bear defeat without losing heart gn tc
4268,ham,sorry im stil fucked after last nite went tobed at got up work at
4269,ham,hey so whats the plan this sat
4270,ham,beauty sleep can help ur pimples too
4271,ham,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
4272,spam,natalja f is inviting you to be her friend reply yes or no see her www sms ac u stop send stop frnd to
4273,ham,where to get those
4274,ham,kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park
4275,ham,ball is moving a lot will spin in last so very difficult to bat
4276,ham,haiyoh maybe your hamster was jealous of million
4277,ham,can you please send me my aunty s number
4278,ham,i m glad you are following your dreams
4279,ham,i ve reached home finally
4280,spam,urgent important information for user today is your lucky day find out why log onto http www urawinner com there is a fantastic surprise awaiting you
4281,spam,winner as a valued network customer you have been selected to receivea prize reward to claim call claim code valid hours only
4282,ham,wn u r hurt by d prsn who s close u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb
4283,ham,u can call now
4284,ham,science tells that chocolate will melt under the sunlight please don t walk under the sunlight bcoz i don t want to loss a sweet friend
4285,ham,yes i come to nyc for audiitions and am trying to relocate
4286,ham,i pocked you up there before
4287,ham,congrats that s great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing
4288,ham,i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care
4289,ham,hey mr whats the name of that bill brison book the one about language and words
4290,ham,okay good no problem and thanx
4291,ham,for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please don t try and bullshit me it makes me want to listen to you less
4292,ham,call me when u re done
4293,ham,g w r
4294,ham,you best watch what you say cause i get drunk as a motherfucker
4295,spam,kit strip you have been billed netcollex ltd po box oja
4296,spam,hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more info www real com
4297,spam,please call immediately as there is an urgent message waiting for you
4298,spam,thesmszone com lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse
4299,spam,well done your costa del sol holiday or await collection call now toclaim sae tcs stockport cost pm
4300,ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
4301,ham,erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there
4302,ham,are there ta jobs available let me know please cos i really need to start working
4303,ham,aiyar hard type u later free then tell me then i call n scold n tell u
4304,ham,yup i m free
4305,ham,good good billy mates all gone just been jogging again did enjoy concert
4306,ham,yo come over carlos will be here soon
4307,ham,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx
4308,ham,i guess it is useless calling u something important
4309,ham,ha ha had popped down to the loo when you hello ed me hello
4310,ham,he dint tell anything he is angry on me that why you told to abi
4311,spam,someone u know has asked our dating service contact you cant guess who call now all will be revealed po
4312,ham,it so happens that there r do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance
4313,ham,i keep ten rs in my shelf buy two egg
4314,ham,i wasn t well babe i have swollen glands at my throat what did you end up doing
4315,ham,is ur changes da report big cos i ve already made changes da previous report
4316,ham,captain is in our room
4317,ham,i can t speak bcaz mobile have problem i can listen you but you cann t listen my voice so i calls you later
4318,ham,hiya stu wot u up im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan
4319,ham,s i will take mokka players only
4320,ham,are you still playing with gautham
4321,ham,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish
4322,ham,k jason says he s gonna be around so i ll be up there around lt gt
4323,ham,sorry i will be able to get to you see you in the morning
4324,ham,aight well keep me informed
4325,ham,i am not having her number sir
4326,ham,am only searching for good dual sim mobile pa
4327,ham,that seems unnecessarily hostile
4328,ham,dude got a haircut now its breezy up there
4329,spam,congrats mobile videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl
4330,ham,day no doctor leaf day no cancer day no fat milk day no bone problms litres watr day no diseases snd ths whom u care
4331,ham,i thought we were doing a king of the hill thing there
4332,ham,nope i ll come online now
4333,ham,also tell him i said happy birthday
4334,ham,y bishan lei i tot say lavender
4335,ham,boo what time u get out u were supposed to take me shopping today
4336,ham,now u sound like manky scouse boy steve like i is travelling on da bus home wot has u inmind recreation dis eve
4337,ham,fyi i m taking a quick shower be at epsilon in like lt gt min
4338,ham,on a tuesday night r u real
4339,ham,yes when is the appt again
4340,ham,just got outta class gonna go gym
4341,ham,i want to sent lt gt mesages today thats y sorry if i hurts
4342,ham,all write or wat
4343,ham,ha i wouldn t say that i just didn t read anything into way u seemed i don t like be judgemental i save that for fridays in the pub
4344,ham,its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best
4345,ham,hi did you asked to waheeda fathima about leave
4346,ham,enjoy urself tmr
4347,ham,you still around i could use a half
4348,spam,u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on
4349,ham,you give us back my id proof and lt gt rs we wont allow you to work we will come to your home within days
4350,ham,bot notes oredi cos i juz rem i got
4351,ham,yes rent is very expensive so its the way we save
4352,ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
4353,ham,hows the pain dear y r u smiling
4354,ham,fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like hits
4355,spam,important information orange user today is your lucky day out why log onto http www urawinner com there s a fantastic surprise awaiting you
4356,ham,sorry i can t help you on this
4357,ham,great so should i send you my account number
4358,ham,hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin c in u luv jaz
4359,spam,our dating service has been asked contact u by someone shy call now all will be revealed
4360,ham,only send me the contents page
4361,ham,night sweet sleep well i ve just been to see the exorcism of emily rose and may never sleep again hugs and snogs
4362,ham,don t think about what u have got think about how to use it that you have got good
4363,ham,i can t right this second gotta hit people up first
4364,ham,evry emotion dsn t hav words evry wish dsn t hav prayrs if u smile d world is wit u othrwise even d drop of tear dsn t lik stay wit u so b happy good morning keep smiling
4365,ham,so what about you what do you remember
4366,ham,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop
4367,ham,mm yes dear look how i am hugging you both p
4368,ham,i like dis sweater fr mango but no more my size already so irritating
4369,ham,i don t have her number and its gonna be a massive pain in the ass and i d rather not get involved if that s possible
4370,ham,anytime lor
4371,spam,do you want a new video handset any time any network mins unlimited text camcorder reply or call now for del sat am
4372,ham,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng
4373,spam,ur balance is now next question complete the landmark big a bob b barry or c ben text a b or c to good luck
4374,ham,me fine absolutly fine
4375,ham,k and you re sure i don t have to have consent forms to do it v
4376,spam,ur tonexs subscription has been renewed and you have been charged you can choose more polys this month www clubzed co uk billing msg
4377,spam,if you don t your prize will go to another customer t c at www t c biz min polo ltd suite london please call back if busy
4378,ham,how much is torch in
4379,ham,doing nothing then u not having dinner w us
4380,ham,how are you just checking up on you
4381,ham,done it but internet connection v slow and can t send it will try again later or first thing tomo
4382,ham,mathews or tait or edwards or anderson
4383,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke
4384,ham,no need lar i go engin cos my sis at arts today
4385,ham,thanks honey but still haven t heard anything i will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there
4386,spam,do you want a new nokia colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call
4387,ham,im on the snowboarding trip i was wondering if your planning to get everyone together befor we go a meet and greet kind of affair cheers
4388,ham,s i m watching it in live
4389,ham,see you then we re all christmassy here
4390,ham,k i m ready lt gt
4391,ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
4392,ham,the greatest test of courage on earth is to bear defeat without losing heart gn tc
4393,ham,what are your new years plans
4394,spam,recpt you have ordered a ringtone your order is being processed
4395,ham,baaaaaaaabe wake up i miss you i crave you i need you
4396,ham,only just got this message not ignoring you yes i was shopping that is
4397,ham,dear why you mood off i cant drive so i brother to drive
4398,ham,when did dad get back
4399,ham,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand
4400,ham,yes just finished watching days of our lives i love it
4401,ham,juz go google n search qet
4402,ham,many times we lose our best ones bcoz we are
4403,ham,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud
4404,ham,just getting back home
4405,ham,sorry i ll call later lt gt mins
4406,ham,dun need to use dial up juz open da browser n surf
4407,spam,as one of our registered subscribers u can enter the draw a g b gift voucher by replying with enter to unsubscribe text stop
4408,ham,awesome plan to get here any time after like lt gt i ll text you details in a wee bit
4409,ham,take care and sleep well you need to learn to change in life you only need to get convinced on that i will wait but no more conversations between us get convinced by that time your family is over for you in many senses respect them but not overemphasise or u have no role in my life
4410,spam,for your chance to win a free bluetooth headset then simply reply back with adp
4411,ham,you also didnt get na hi hi hi hi hi
4412,ham,ya but it cant display internal subs so i gotta extract them
4413,ham,if i said anything wrong sorry de
4414,ham,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish
4415,ham,how stupid to say that i challenge god you dont think at all on what i write instead you respond immed
4416,ham,yeah i should be able to i ll text you when i m ready to meet up
4417,ham,v skint too but fancied few bevies waz gona go meet othrs in spoon but jst bin watchng planet earth sofa is v comfey if i dont make it hav gd night
4418,ham,says that he s quitting at a day so i wudn t take much notice of that nah she didn t mind are you gonna see him again do you want to come to taunton tonight u can tell me all about
4419,ham,when you get free call me
4420,ham,how have your little darlings been so far this week need a coffee run tomo can t believe it s that time of week already
4421,ham,ok i msg u i leave my house
4422,ham,still at west coast haiz ll take forever to come back
4423,ham,mmm fuck merry christmas to me
4424,ham,alright thanks for the advice enjoy your night out i ma try to get some sleep
4425,ham,update your face book status frequently
4426,ham,just now saw your message it k da
4427,ham,was it something u ate
4428,ham,so what did the bank say about the money
4429,ham,aiyar dun disturb u liao thk u have lots do aft ur cupboard come
4430,ham,hey they r not watching movie tonight so i ll prob b home early
4431,ham,yar lor how u noe u used dat route too
4432,ham,i am not coming to gym machan goodnight
4433,ham,dont think you need yellow card for uk travel ask someone that has gone before if you do its just lt gt bucks
4434,ham,can u look me in da lib i got stuff havent finish yet
4435,ham,sounds great im going to sleep now have a good night
4436,spam,don t b floppy b snappy happy only gay chat service with photo upload call min stop our texts call
4437,ham,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand
4438,ham,how come u got nothing to do
4439,ham,nothing will ever be easy but don t be looking for a reason not to take a risk on life and love
4440,ham,i want to grasp your pretty booty
4441,ham,i ve got it down to a tea not sure which flavour
4442,ham,i m going orchard now laready me reaching soon u reaching
4443,ham,dear i am not denying your words please
4444,ham,you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at pm
4445,ham,come back to tampa ffffuuuuuuu
4446,ham,celebrate my b day y else
4447,ham,merry christmas to u too annie
4448,ham,please tell me you have some of that special stock you were talking about
4449,ham,i sent them do you like
4450,spam,urgent ur awarded a complimentary trip to eurodisinc trav aco or to claim txt dis to morefrmmob shracomorsglsuplt
4451,ham,awesome be there in a minute
4452,ham,and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it s not that you don t know why i m upset it s that you don t listen when i tell you what is going to upset me then you want to be surprised when i m mad
4453,ham,i ve told you everything will stop just dont let her get dehydrated
4454,ham,or i guess lt gt min
4455,ham,i m home ard wat time will u reach
4456,ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can d name of a person bt not his girlfrnd g o o d n i g h t
4457,ham,if you want to mapquest it or something look up usf dogwood drive that s the tiny street where the parking lot is
4458,ham,aight should i just plan to come up later tonight
4459,ham,die i accidentally deleted e msg i suppose put in e sim archive haiz i so sad
4460,spam,welcome to uk mobile date this msg is free giving you free calling to future mgs billed at daily to cancel send go stop to
4461,ham,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry
4462,ham,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha
4463,ham,sorry i flaked last night shit s seriously goin down with my roommate what you up to tonight
4464,ham,he said i look pretty wif long hair wat but i thk he s cutting quite short me leh
4465,ham,ranjith cal drpd deeraj and deepak hold
4466,ham,cheers for callin babe sozi culdnt talkbut i wannatell u details later wenwecan chat properly x
4467,ham,hey u still at the gym
4468,ham,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife
4469,ham,much better now thanks lol
4470,ham,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan meet them xy ask me bring u along our next meeting
4471,ham,lemme know when i can swing by and pick up i m free basically any time after all this semester
4472,ham,wa u so efficient gee thanx
4473,spam,you have received your mobile content enjoy
4474,ham,s but not able to sleep
4475,spam,want explicit sex in secs ring now costs min
4476,ham,we will meet soon princess ttyl
4477,ham,i ll pick you up at about to go to taunton if you still want to come
4478,ham,oh only outside players allowed to play know
4479,ham,i anything lor
4480,ham,erutupalam thandiyachu
4481,ham,y cant u try new invention to fly i m not joking
4482,ham,no its ful of song lyrics
4483,ham,what do u reckon as need arrange transport if u can t do it thanks
4484,ham,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it
4485,ham,shopping eh ger i toking abt syd leh haha
4486,ham,what not under standing
4487,ham,have good weekend
4488,ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
4489,ham,call me when you get the chance plz lt
4490,ham,the new deus ex game comin early next yr
4491,ham,my computer just fried the only essential part we don t keep spares of because my fucking idiot roommates looovvve leaving the thing running on full lt gt
4492,ham,my friend she s studying at warwick we ve planned to go shopping and to concert tmw but it may be canceled havn t seen for ages yeah we should get together sometime
4493,ham,probably a couple hours tops
4494,ham,lol grins i m not babe but thanks for thinking of me
4495,ham,man this bus is so so so slow i think you re gonna get there before me
4496,ham,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day
4497,ham,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
4498,ham,ok
4499,spam,latest nokia mobile or ipod player proze guaranteed reply with win to now norcorp ltd
4500,spam,sms services for your inclusive text credits pls goto www comuk net login unsubscribe with stop no extra charge help comuk
4501,ham,nvm take ur time
4502,ham,so wat s da decision
4503,ham,wot is u up then bitch
4504,ham,stupid its not possible
4505,ham,she told to hr that he want posting in chennai because i m working here
4506,spam,mobile club choose any of the top quality items for your mobile
4507,ham,when are you guys leaving
4508,ham,he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin lunch tmr a not neva hear fr them lei got a lot of work ar
4509,ham,not able to do anything
4510,ham,takin linear algebra today
4511,ham,this weekend is fine an excuse not to do too much decorating
4512,ham,sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too teasing kiss
4513,ham,now project pa after that only i can come
4514,spam,money i have won wining number wot do i do next
4515,ham,sure whenever you show the fuck up gt
4516,ham,that was random saw my old roomate on campus he graduated
4517,spam,congrats mobile videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl
4518,ham,men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife
4519,ham,that sucks so what do you got planned for your yo valentine i am your yo valentine aren t i
4520,ham,just got part nottingham hrs good thing i love my man so much but only doing hey ho
4521,ham,what to think no one saying clearly ok leave no need to ask her i will go if she come or not
4522,ham,hi good mornin thanku wish u d same
4523,ham,do u want meet up
4524,ham,actually i decided i was too hungry so i haven t left yet v
4525,ham,i ve sent my part
4526,ham,cos i was out shopping wif darren jus now n i called him ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor
4527,spam,i want some cock my hubby s away i need a real man satisfy me txt wife to for no strings action txt stop end txt rec otbox
4528,ham,understand his loss is my gain so do you work school
4529,ham,how are u i have missed u i havent been up much a bit bored with the holiday want go bak college sad isnt it xx
4530,ham,hiya probably coming home weekend after next
4531,ham,don t forget though that i love you and i walk beside you watching over you and keeping your heart warm
4532,ham,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly
4533,ham,ok both our days so what are you making for dinner tonite am i invited
4534,spam,new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone details text horny to to cancel send stop to
4535,ham,i have no money steve mate
4536,ham,im late tellmiss im on my way
4537,ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
4538,ham,normally i use to drink more water daily
4539,ham,dare i ask any luck with sorting out the car
4540,ham,party s at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more
4541,ham,urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word
4542,ham,hiya how was last night i ve been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet
